Miembro,Telefono Empresa,Web,Localidad,Provincia
LESCANO SRL,(03541) - 15 527858,www.lescom.com.ar,Comuna San Roque,CÓRDOBA
ELECTROCOMPONENTES SA,011 4375-3366,www.electrocomponentes.com,Córdoba,CÓRDOBA
EMPRESA PROVINCIAL DE ENERGIA DE CORDOBA  (EPEC),(0351) 4296000,www.epec.com.ar,Córdoba,CÓRDOBA
FUNDACION INNOVAT (INNOVARED),4322-8488,www.innova-red.net/,Córdoba,CÓRDOBA
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Córdoba,CÓRDOBA
MEGATRANS SA,4343-5657,www.megatrans.com.ar,Córdoba,CÓRDOBA
NSS SA / IPLAN,0800 345 0000,www.iplan.com.ar,Córdoba,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Córdoba,CÓRDOBA
UNIVERSIDAD NACIONAL DE CORDOBA,(0351) 4333046,www.unc.edu.ar,Córdoba,CÓRDOBA
IPTEL S.A.,0351-5890000,www.iptel.com.ar,Cordoba Capital,CÓRDOBA
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Cordoba Capital,CÓRDOBA
GRAPE S.A. (AIRSAT),0351-5261400,www.airsat.com.ar,Córdoba Capital,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Coronel Moldes,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Corral de Bustos,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Corral de Bustos,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Corral de Bustos,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Cruz Alta,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Diego de Rojas,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,El Bosque,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,El Crispin,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,Embalse,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Esquina,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Etruria,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Etruria,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Eusevia y Carolina,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Ferreyra,CÓRDOBA
COOPERATIVA DE PROVISION DE SERVICIOS PUBLICOS DE FREYRE LIMITADA,,www.freyre.com.ar,Freyre,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Freyre,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,General Baldissera,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Baldissera,CÓRDOBA
COOPERATIVA ELECTRICA DE GENERAL DEHEZA LTDA.(0358) 4057000,,www.cgdweb.com.ar,General Deheza,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,General Deheza,CÓRDOBA
COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS LTDA. DE TANCACHA,(03571) 460199/699  Fax 460599,www.dat13.com.ar,General Fotheringham,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,General Levalle,CÓRDOBA
NODOSUD S.A.,"(03537) 431111
 (5411) 6091.5600
02336-495000
 (5411) 6091.5600
(03537) 431111",www.nodosud.com.ar,General Roca,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,,www.redintercable.com.ar,General Roca,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Hernando,CÓRDOBA
ASOCIACION DE COOPERATIVAS RED DIGITAL SUR,,,Huinca Renanco,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,,www.redintercable.com.ar,Huinca Renanco,CÓRDOBA
NODOSUD S.A.,,www.nodosud.com.ar,Idiazabal,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Ifflinger,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Inriville,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Inriville,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Isla Verde,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Isla Verde,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Isla Verde,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Ítalo,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,James Craik,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Jardín,CÓRDOBA
COOPERATIVA DE SERVICIOS PUBLICOS DE COLONIA CAROYA Y JESUS MARIA LTDA,,www.coop5.com.ar,Jesús María,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Justiniano Posse,CÓRDOBA
GLOBAL TECHNOLOGY S.R.L.,(02657) 431014,www.globaltechsrl.com.ar,Justo Daract,CÓRDOBA
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,La Cañada,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,La Carlota,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,La Cumbre,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,La Cumbrecita,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,La Laguna,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,La Paquita,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,La Playosa,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,La Puerta,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,La Puerta,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,La Quinta,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Laborde,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Laborde,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Laboulaye,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Las Gramillas,CÓRDOBA
COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS LTDA. DE TANCACHA,(03571) 460199/699  Fax 460599,www.dat13.com.ar,Las Peñas Sud,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Las Perdices,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Las Vertientes,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Liceo,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Los Cisnes,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Los Cocos,CÓRDOBA
COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS LTDA. DE TANCACHA,(03571) 460199/699  Fax 460599,www.dat13.com.ar,Los Cóndores,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,Los Reartes,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Los Zorros,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Luque,CÓRDOBA
GRAPE S.A. (AIRSAT),0351-5261400,www.airsat.com.ar,Malagueño,CÓRDOBA
MUNICIPALIDAD DE MALAGUEÑO,0351-4981381,www.malagueno.gob.ar,Malagueño,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Malagueño,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Marcos Juarez,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Marcos Juarez,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Matorrales,CÓRDOBA
,COOPERATIVA AGUA Y SERVICIOS PUBLICOS UNQUILLO MENDIOLAZA LIMITADA (COOPUN),www.unquillomendiolaza.coop,Mendiolaza,CÓRDOBA
IPTEL S.A.,0351-5890000,www.iptel.com.ar,Mendiolaza,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Mina Clavero,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Miramar,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Monte Buey,CÓRDOBA
COOPERATIVA DE OBRAS SERVICIOS PUBLICOS Y CREDITOS MONTE CRISTO LTDA,,www.coopmontecristo.com.ar,Monte Cristo,CÓRDOBA
GRAPE S.A. (AIRSAT),0351-5261400,www.airsat.com.ar,Monte Cristo,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Monte Maiz,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Monte Maiz,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Morrison,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Morrison,CÓRDOBA
COOPERATIVA DE SERVICIOS PUBLICOS DE MORTEROS LTDA.,(03562) 402000,www.cooptel.com.ar,Morteros,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Morteros,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Noetinger,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Noetinger,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Obispo Trejo,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Olaeta,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Oliva,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Oliva,CÓRDOBA
,COOPERATIVA ELECTRICA DE SERVICIOS Y OBRAS PUBLICAS DE ONCATIVO LTDA (CESOPOL),www.oncativo.net.ar,Oncativo,CÓRDOBA
IMAGEN ONCATIVO SA (CANAL 6 – IMAGINET),(03572) 466933,www.imagen-oncativo.com,Oncativo,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Oncativo,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Ordoñez,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Ordoñez,CÓRDOBA
COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS LTDA. DE TANCACHA,(03571) 460199/699  Fax 460599,www.dat13.com.ar,Pampayasta Norte,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Pampayasta Norte,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Panamericano,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Pascanas,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Pascanas,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Pasco,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Patricios,CÓRDOBA
CABLESAT TV SRL,(03572) 422035,www.cablesat.com.ar,Pilar,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Pilar,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Pincen,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Piquillin,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Plaza de Mercedes,CÓRDOBA
COOPERATIVA DE SERVICIOS PUBLICOS DE PORTEÑA LTDA,03564-450000/001,www.coopspportena.com.ar,Porteña,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Porteña,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Ramona,CÓRDOBA
,COOPERATIVA AGUA Y SERVICIOS PUBLICOS UNQUILLO MENDIOLAZA LIMITADA (COOPUN),www.unquillomendiolaza.coop,Rio Ceballos,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Rio Ceballos,CÓRDOBA
INTERCITY COMUNICACIONES SA,(0358) 4210000,www.intercity.net.ar,Rio Cuarto,CÓRDOBA
UNIVERSIDAD NACIONAL DE RIO CUARTO (UNRC),0358-4676183,www.unrc.edu.ar,Rio Cuarto,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Rio Primero,CÓRDOBA
CABLESAT TV SRL,(03572) 422035,www.cablesat.com.ar,Río Segundo,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Río Segundo,CÓRDOBA
COOPERATIVA DE OBRAS Y SERVICIOS PULICOS LIMITADA DE RIO TERCERO,,www.riotel.com.ar,Rio Tercero,CÓRDOBA
ITC COMUNICACIONES IP S.A.,(03571) 500000,www.itc.com.ar,Rio Tercero,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Sagrada Familia,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Saira,CÓRDOBA
IPTEL S.A.,0351-5890000,www.iptel.com.ar,Saldan,CÓRDOBA
,COOPERATIVA TELEFONICA Y DE OBRAS Y SERVICIOS PUBLICOS Y SOCIALES SALSIPUEDES LIMITADA (COOPTEL),www.cooptelsalsipuedes.com.ar,Salsipuedes,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Sampacho,CÓRDOBA
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,San Francisco,CÓRDOBA
GLOBAL TECHNOLOGY S.R.L.,(02657) 431014,www.globaltechsrl.com.ar,SAN LUIS,CÓRDOBA
GLOBAL TECHNOLOGY S.R.L.,(02657) 431014,www.globaltechsrl.com.ar,San Luis,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,San Vicente,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,Santa Rosa de Calamuchita,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Santa Rosa de Río Primero,CÓRDOBA
MIRETTI MAURO ROMAN (SPEED INTERNET BANDA ANCHA),03574-481777,www.mauromiretti.com.ar,Santiago Temple,CÓRDOBA
COOPERATIVA DE SERVICIOS PUBLICOS DE PORTEÑA LTDA,03564-450000/001,www.coopspportena.com.ar,Seeber,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Seeber,CÓRDOBA
COOPERATIVA DE SERVICIOS PUBLICOS DE COLONIA CAROYA Y JESUS MARIA LTDA,,www.coop5.com.ar,Sinsacate,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Sobremonte,CÓRDOBA
COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS LTDA. DE TANCACHA,(03571) 460199/699  Fax 460599,www.dat13.com.ar,Tancacha,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Ticino,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Tio Pujio,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Tio Pujio,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Trejo,CÓRDOBA
COOPERATIVA ELECTRICA Y DE SERVICIOS PUBLICOS UCACHA LTDA (CESPU),,www.cespu.com.ar,Ucacha,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Ucacha,CÓRDOBA
GLOBAL TECHNOLOGY S.R.L.,(02657) 431014,www.globaltechsrl.com.ar,Union,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Universidad,CÓRDOBA
,COOPERATIVA AGUA Y SERVICIOS PUBLICOS UNQUILLO MENDIOLAZA LIMITADA (COOPUN),www.unquillomendiolaza.coop,Unquillo,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Unquillo,CÓRDOBA
COOPERATIVA DE SERVICIOS PUBLICOS DE PORTEÑA LTDA,03564-450000/001,www.coopspportena.com.ar,Vignaud,CÓRDOBA
IPTEL S.A.,0351-5890000,www.iptel.com.ar,Villa Allende,CÓRDOBA
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Villa Allende,CÓRDOBA
COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS LTDA. DE TANCACHA,(03571) 460199/699  Fax 460599,www.dat13.com.ar,Villa Ascasubi,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Villa Ayende,CÓRDOBA
LESCANO SRL,(03541) - 15 527858,www.lescom.com.ar,Villa Carlos Paz,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Villa Concepción del Tío,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Villa Cura Brochero,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,Villa del Dique,CÓRDOBA
,COOPERATIVA DE SERVICIOS PUBLICOS Y SOCIALES VILLA DEL ROSARIO LIMITADA (COOVILROS),www.coovilros.com,Villa del Rosario,CÓRDOBA
IMAGEN ONCATIVO SA (CANAL 6 – IMAGINET),(03572) 466933,www.imagen-oncativo.com,Villa del Rosario,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Villa del Rosario,CÓRDOBA
,COOPERATIVA TELEFONICA DE SERVICIO PUBLICO Y COMUNICACIONES DE VILLA DEL TOTORAL LTDA.,www.cooptotoral.com,Villa del Totoral,CÓRDOBA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Villa Fontana,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,Villa General Belgrano,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Villa Maria,CÓRDOBA
GLOBAL TECHNOLOGY S.R.L.,(02657) 431014,www.globaltechsrl.com.ar,Villa Mercedes,CÓRDOBA
POGLIOTTI & POGLIOTTI CONSTRUCCIONES SA (SITSA)(0353) 4531146,,www.sitsa.com.ar,Villa Nueva,CÓRDOBA
LESCANO SRL,(03541) - 15 527858,www.lescom.com.ar,Villa Parque Síquiman,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,Villa Rumipal,CÓRDOBA
SION SA,0810 999 0100,www.sion.com,Villa Santa Isabel,CÓRDOBA
GLOBAL TECHNOLOGY S.R.L.,(02657) 431014,www.globaltechsrl.com.ar,Villa Valeria,CÓRDOBA
GLOBAL TECHNOLOGY S.R.L.,(02657) 431014,www.globaltechsrl.com.ar,Washington,CÓRDOBA
NODOSUD S.A.,(03537) 431111,www.nodosud.com.ar,Wenceslao Escalante,CÓRDOBA
COOPERATIVAS DE CALAMUCHITA – CONSORCIO DE COOPERACION,,,Yacanto,CÓRDOBA
ALTEC S.E.,(54 294) 4420807 / 4422696,www.altec.com.ar,,CÓRDOBA
,COOPERATIVA DE PROVISION Y COMERCIALIZACION DE SERVICIOS COMUNITARIOS DE RADIODIFUSION COLSECOR LTDA  (COLSECOR),,,CÓRDOBA
SERVICIOS PARA EL TRANSPORTE DE INFORMACION S.A. (SPTI),,www.boldt.com.ar,,CÓRDOBA
INTERNET SERVICES SA,011-781-5417,www. is.com.ar,Colonia Garabi,CORRIENTES
INTERNET SERVICES SA,011-781-5417,www. is.com.ar,Santo Tome,CORRIENTES
BVCOM INTERNET CONSULTORIA IT,+54 9 3777206839,www.bvcom.com.ar,Bella Vista,CORRIENTES
GUAZU GROUP SRL,(03777) 452000,,Bella Vista,CORRIENTES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Bella Vista,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Caá Catí,CORRIENTES
ASA DIGITAL SRL,(03754) 423590,www.asadigital.com.ar,Colonia Liebig,CORRIENTES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,CÓRDOBA,CORRIENTES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Córdoba,CORRIENTES
ALIANZA PYMES S.A. (CONNECTTO),379 4437149,www.connectto.com.ar,Corrientes,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Corrientes,CORRIENTES
GIGARED S.A.,6310-6000,www.gigared.com,Corrientes,CORRIENTES
MEGATRANS SA,4343-5657,www.megatrans.com.ar,Corrientes,CORRIENTES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Corrientes,CORRIENTES
SION SA,0810 999 0100,www.sion.com,Corrientes,CORRIENTES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Corrientes,CORRIENTES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Curuzu Cuatia,CORRIENTES
VHG SISTEMAS SOCIEDAD DE RESPONSABILIDAD LIMITADA.,03774-424618,www.vhg.com.ar,Curuzu Cuatia,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,El Sombrero,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Empedrado,CORRIENTES
GUAZU GROUP SRL,(03777) 452000,,Empedrado,CORRIENTES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Esquina,CORRIENTES
GUAZU GROUP SRL,(03777) 452000,,Goya,CORRIENTES
SION SA,0810 999 0100,www.sion.com,Independencia,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Ita Ibaté,CORRIENTES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Ita Ibaté,CORRIENTES
CAÑETE GLADIS ROXANA (ENREDADOS),3794 622084,www.enredadosdelpaso.com,Itati,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Loreto,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Mburucuya,CORRIENTES
NETCOMM ARGENTINA SRL (INFINET FIBRA),345-4226440,www.infinet.com.ar,Mercedes,CORRIENTES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Mocoretá,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Pago de los Deseos,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Palmar Grande,CORRIENTES
CAÑETE GLADIS ROXANA (ENREDADOS),3794 622084,www.enredadosdelpaso.com,Paso de la Patria,CORRIENTES
CAÑETE GLADIS ROXANA (ENREDADOS),3794 622084,www.enredadosdelpaso.com,PASO DE LA PATRIA,CORRIENTES
NETCOMM ARGENTINA SRL (INFINET FIBRA),345-4226440,www.infinet.com.ar,Paso de los Libres,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Riachuelo,CORRIENTES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Rio Cuarto,CORRIENTES
GALARED SRL (GALAXIA),03782 15 44 4694,www.galaxia.com.ar,Saladas,CORRIENTES
CAÑETE GLADIS ROXANA (ENREDADOS),3794 622084,www.enredadosdelpaso.com,San Cosme,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,San Lorenzo,CORRIENTES
CAÑETE GLADIS ROXANA (ENREDADOS),3794 622084,www.enredadosdelpaso.com,San Luis del Palmar,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,San Miguel,CORRIENTES
ENLACE SOLUCIONES INFORMATICAS S.R.L.,(0379) 4437149,www.enlacesrl.com.ar,Santa Ana,CORRIENTES
GUAZU GROUP SRL,(03777) 452000,,Santa Lucía,CORRIENTES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Santa Lucía,CORRIENTES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Villa Maria,CORRIENTES
INTERNET SERVICES SA,011-781-5417,www. is.com.ar,Basavilbaso,ENTRE RIOS
